ID,question,question_En,explanation,explanation_En,hint,hint_En,first_option,second_option,third_option,fourth_option,first_option_En,second_option_En,third_option_En,fourth_option_En,answer_index,hint_option,targets,category,question_class,sub_category,wiki_link
146,دارالفنون در چه سالی تأسیس شد؟,When was Darolfonun established?,دارالفنون در سال 1230 خورشیدی در تهران، پایتخت ایران تأسیس شد,"Darolfonun was established in 1230 Solar Hijri in Tehran, the capital of Iran",در سال 1229 خورشیدی نقشه ساختمان دارالفنون در تهران آماده شد,"In 1229 Solar Hijri, the building plan for Darolfonun in Tehran was prepared",1229,1230,1231,1232,1229,1230,1231,1232,2,1,about an option other than the answer,EDUCATION,Date_Time,Education System AND Literacy,https://fa.wikipedia.org/wiki/دارالفنون
147,کدام شخصیت بنیانگذار دارالفنون در ایران بود؟,Which character was the founder of Dar al-Funun in Iran?,میرزا تقی خان امیرکبیر بنیانگذار دارالفنون در ایران بود,Mirza Taghi Khan Amir Kabir was the founder of Dar al-Funun in Iran,ناصرالدین شاه قاجار در مراسم افتتاح دارالفنون در تهران حضور داشت و این مدرسه در زمان حکومت وی در ایران ساخته و افتتاح شد,"Naser al-Din Shah Qajar was present at the opening ceremony of Dar al-Funun in Tehran, and this school was built and inaugurated during his rule in Iran",میرزا تقی خان امیرکبیر,ناصرالدین شاه,میرزا آقاخان نوری,عباس میرزا,Mirza Taghi Khan Amir Kabir,Naser al-Din Shah,Mirza Agha Khan Nuri,Abbas Mirza,1,2,about an option other than the answer,EDUCATION,Person,Education System AND Literacy,https://fa.wikipedia.org/wiki/دارالفنون
148,اولین استادان دارالفنون ایران از کدام کشور بودند؟,The first professors of Dar al-Funun in Iran were from which country?,نخستین استادان دارالفنون ایران از کشور اتریش استخدام شدند,The first professors of Dar al-Funun in Iran were hired from Austria,فرانسه در زمان تاسیس دارالفنون ایران قدرت علمی برتر اروپا بود,France was the superior scientific power in Europe at the time of the establishment of Dar al-Funun in Iran,فرانسه,آلمان,اتریش,انگلستان,France,Germany,Austria,England,3,1,about an option other than the answer,EDUCATION,Location,Education System AND Literacy,https://fa.wikipedia.org/wiki/دارالفنون
149,دارالفنون در کدام خیابان تهران واقع شده است؟,In which street of Tehran is Dar al-Fonun located?,دارالفنون در خیابان ناصرخسرو در شهر تهران قرار دارد.,Dar al-Fonun is located on Naser Khosrow Street in Tehran.,در ابتدا درب اصلی دارالفنون در شهر تهران به خیابان باب همایون باز می‌شد.,"Initially, the main entrance of Dar al-Fonun in Tehran opened to Bab Homayoun Street.",ناصرخسرو,باب همایون,سعدی,فردوسی,Naser Khosrow,Bab Homayoun,Saadi,Ferdowsi,1,2,about an option other than the answer,EDUCATION,Location,Education System AND Literacy,https://fa.wikipedia.org/wiki/دارالفنون
150,چه کسی دستور تهیه نقشه اولیه دارالفنون در تهران را صادر کرد؟,Who ordered the preparation of the initial map of Dar al-Funun in Tehran?,میرزارضاخان مهندس تبریزی نقشه اولیه دارالفنون در تهران را طراحی کرد.,"Mirza Reza Khan, the engineer from Tabriz, designed the initial map of Dar al-Funun in Tehran.",امیرکبیر میرزا تقی‌خان نقش مهمی در ساخت دارالفنون در تهران داشت.,Amir Kabir Mirza Taqi Khan played an important role in the construction of Dar al-Funun in Tehran.,محمدتقی معمارباشی,میرزارضاخان مهندس,امیرکبیر,علی‌اصغر حکمت,Mohammad Taqi Memar Bashi,Mirza Reza Khan Engineer,Amir Kabir,Ali Asghar Hekmat,2,3,about an option other than the answer,EDUCATION,Person,Education System AND Literacy,https://fa.wikipedia.org/wiki/دارالفنون
151,معروف‌ترین دانش‌آموخته نسل اول دارالفنون در ایران که بود؟,Who was the most famous graduate of the first generation of Dar al-Funun in Iran?,محمدحسن‌خان صنیع‌الدوله (اعتمادالسلطنه) معروف‌ترین دانش‌آموخته نسل اول دارالفنون در تهران بود.,Mohammad Hassan Khan Sani al-Dowleh (Etemad al-Saltaneh) was the most famous graduate of the first generation of Dar al-Funun in Tehran.,میرزا ملکم‌خان از افراد مشهور دارالفنون در ایران بود.,Mirza Malkam Khan was one of the famous figures of Dar al-Funun in Iran.,میرزا ملکم‌خان,اعتمادالسلطنه,احتشام‌السلطنه,مخبرالدوله,Mirza Malkam Khan,Etemad al-Saltaneh,Ehtesham al-Saltaneh,Mokhber al-Dowleh,2,1,about an option other than the answer,EDUCATION,Person,Education System AND Literacy,https://fa.wikipedia.org/wiki/دارالفنون
152,اولین رشته تحصیلی محمدعلی فروغی در دارالفنون چه بود؟,What was Mohammad Ali Foroughi's first field of study at Dar al-Funun?,محمدعلی فروغی در ابتدا در دارالفنون تهران پزشکی و داروسازی آموخت,Mohammad Ali Foroughi initially studied medicine and pharmacy at Dar al-Funun in Tehran,فلسفه از علاقه‌مندی‌های اصلی محمدعلی فروغی در ایران بود,Philosophy was one of Mohammad Ali Foroughi's main interests in Iran,پزشکی و داروسازی,فلسفه,ادبیات,تاریخ,Medicine and pharmacy,Philosophy,Literature,History,1,2,about an option other than the answer,EDUCATION,Other_proper_and_common_noun,Famous Educators,https://fa.wikipedia.org/wiki/محمدعلی_فروغی
153,محمدعلی فروغی در چه سنی به ریاست مدرسه سیاسی در ایران رسید؟,At what age did Mohammad Ali Foroughi become the head of the Political School in Iran?,محمدعلی فروغی در سن ۳۰ سالگی به ریاست مدرسه سیاسی در تهران رسید,Mohammad Ali Foroughi became the head of the Political School in Tehran at the age of 30,محمدعلی فروغی در سن 34 سالگی به ریاست مجلس شورای ملی ایران رسید,Mohammad Ali Foroughi became the head of the National Consultative Assembly of Iran at the age of 34,۲۵ سالگی,۲۸ سالگی,۳۰ سالگی,34 سالگی,25 years old,28 years old,30 years old,34 years old,3,4,about an option other than the answer,EDUCATION,Number,Famous Educators,https://fa.wikipedia.org/wiki/محمدعلی_فروغی
154,محمدعلی فروغی در کدام مدرسه در ایران به تدریس نپرداخت؟,Which school in Iran did Mohammad Ali Foroughi not teach at?,محمدعلی فروغی در مدرسه ادب، مدرسه علمیه و مدرسه دارالفنون در تهران تدریس می‌کرد,"Mohammad Ali Foroughi taught at Adab School, Elmiyeh School, and Dar al-Fonun School in Tehran",مدرسه صدر در تهران جایی بود که محمدعلی فروغی در آن تحصیل کرده بود,Sadr School in Tehran was where Mohammad Ali Foroughi had studied,مدرسه ادب,مدرسه علمیه,دارالفنون,مدرسه صدر,Adab School,Elmiyeh School,Dar al-Fonun,Sadr School,4,-,about the answer,EDUCATION,Group_Org,Famous Educators,https://fa.wikipedia.org/wiki/محمدعلی_فروغی
155,کدام استاد مشهور شاگرد محمدعلی فروغی در زبان فرانسه بود؟,Which famous master was a student of Mohammad Ali Foroughi in the French language?,کمال‌الملک شاگرد محمدعلی فروغی در زبان فرانسه بود,Kamal-ol-Molk was a student of Mohammad Ali Foroughi in the French language,کمال‌الملک استاد محمدعلی فروغی در زمینه نقاشی در ایران بود نه شاگرد او در این زمینه,"Kamal-ol-Molk was Mohammad Ali Foroughi's teacher in the field of painting in Iran, not his student in this field",ملک‌الشعرای بهار,میرزا یحیی دولت‌آبادی,کمال‌الملک,مشیرالدوله,Malek-o-Sho'ara Bahar,Mirza Yahya Dolatabadi,Kamal-ol-Molk,Moshir-od-Dowleh,3,-,about the answer,EDUCATION,Person,Famous Educators,https://fa.wikipedia.org/wiki/محمدعلی_فروغی
156,چه کسی در ترجمه‌های اولیه محمدعلی فروغی به او کمک می‌کرد؟,Who helped Mohammad Ali Foroughi in his early translations?,پدر محمدعلی فروغی اکثر ترجمه‌های محمدعلی فروغی را در ایران بازبینی و ویرایش می‌کرد,Mohammad Ali Foroughi's father reviewed and edited most of Mohammad Ali Foroughi's translations in Iran,محمدعلی فروغی یک انسان با سواد و برجسته ای در تاریخ ایران بود,Mohammad Ali Foroughi was a literate and prominent person in the history of Iran,استادش,برادرش,پدرش,هیچ کسی,His teacher,His brother,His father,No one,3,4,about an option other than the answer,EDUCATION,Person,Famous Educators,https://fa.wikipedia.org/wiki/محمدعلی_فروغی
